index	centeredness	loss	admissible
6	0.06	-0.06194449326799583	true
6	0.07	-0.06226931649047993	true
6	0.08	-0.06259330780911687	true
6	0.09	-0.06291639357719699	true
6	0.1	-0.06323849859845078	true
6	0.11	-0.06355954612688268	true
6	0.12	-0.06387945786849121	true
6	0.13	-0.06419815398496599	true
6	0.14	-0.06451555309946252	true
6	0.15	-0.06483157230454895	true
6	0.16	-0.06514612717242466	true
6	0.17	-0.06545913176750642	true
6	0.18	-0.06577049866148026	true
6	0.19	-0.06608013895091612	true
6	0.2	-0.06638796227754004	true
6	0.21	-0.06669387685125855	true
6	0.22	-0.0669977894760276	true
6	0.23	-0.06729960557865687	true
6	0.24	-0.06759922924063551	true
6	0.25	-0.06789656323306556	true
6	0.26	-0.06819150905478177	true
6	0.27	-0.06848396697373607	true
6	0.28	-0.06877383607171646	true
6	0.29	-0.06906101429246911	true
6	0.3	-0.06934539849328196	true
6	0.31	-0.06962688450008615	true
6	0.32	-0.06990536716612017	true
6	0.33	-0.07018074043419918	true
6	0.34	-0.07045289740261826	true
6	0.35	-0.07072173039471379	true
6	0.36	-0.07098713103209668	true
6	0.37	-0.07124899031155876	true
6	0.38	-0.07150719868564834	true
6	0.39	-0.07176164614689336	true
6	0.4	-0.07201222231564501	true
6	0.41	-0.07225881653149874	true
6	0.42	-0.07250131794823814	true
6	0.43	-0.07273961563223509	true
6	0.44	-0.07297359866422296	true
6	0.45	-0.07320315624435134	true
6	0.46	-0.07342817780041037	true
6	0.47	-0.07364855309910279	true
6	0.48	-0.07386417236022562	true
6	0.49	-0.07407492637360835	true
6	0.5	-0.07428070661864022	true
6	0.51	-0.0744814053862048	true
6	0.52	-0.07467691590282408	true
6	0.53	-0.07486713245679984	true
6	0.54	-0.07505195052612854	true
6	0.55	-0.07523126690794647	true
6	0.56	-0.07540497984925483	true
6	0.57	-0.07557298917865538	true
6	0.58	-0.0757351964388184	true
6	0.59	-0.07589150501939318	true
6	0.6	-0.07604182029005709	true
6	0.61	-0.07618604973339226	true
6	0.62	-0.07632410307726867	true
6	0.63	-0.07645589242640412	true
6	0.64	-0.07658133239276547	true
6	0.65	-0.07670034022446752	true
6	0.66	-0.07681283593282605	true
6	0.67	-0.076918742417213	true
6	0.68	-0.07701798558736511	true
6	0.69	-0.07711049448279235	true
6	0.7	-0.07719620138893993	true
6	0.71	-0.07727504194975361	true
6	0.72	-0.07734695527631032	true
6	0.73	-0.07741188405117415	true
6	0.74	-0.07746977462815266	true
6	0.75	-0.07752057712713462	true
6	0.76	-0.07756424552370052	true
6	0.77	-0.07760073773321188	true
6	0.78	-0.0776300156890998	true
6	0.79	-0.07765204541508555	true
6	0.8	-0.07766679709108744	true
6	0.81	-0.07767424511258407	true
6	0.82	-0.07767436814322376	true
6	0.83	-0.07766714916049247	true
6	0.84	-0.07765257549427249	true
6	0.85	-0.07763063885814943	true
6	0.86	-0.07760133537334611	true
6	0.87	-0.0775646655851896	true
6	0.88	-0.07752063447203932	true
6	0.89	-0.07746925144663294	true
6	0.9	-0.07741053034982989	true
6	0.91	-0.07734448943676042	true
6	0.92	-0.07727115135541253	true
6	0.93	-0.0771905431177159	true
